,molecule1,molecule2,score,score_physchem,score_spatial,coverage,coverage_physchem,coverage_spatial
0,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/AAK1_5l4q_altA_chainA,0.9403269843310872,0.9733117154659389,0.9073422531962355,,0.9911764705882353,1.0
1,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/AAK1_5te0_chainA,0.9265094814970682,0.972573531245105,0.8804454317490316,,0.9911764705882353,1.0
2,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2f4j_chainA,0.7831098253186053,0.8494661762381699,0.7167534743990407,,0.9852941176470589,1.0
3,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2g1t_chainA,0.7813577273108461,0.8468855126524981,0.7158299419691939,,0.9852941176470589,1.0
4,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2g2i_chainA,0.7643427660164712,0.8494945983132862,0.6791909337196561,,0.9529411764705882,1.0
5,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2gqg_altB_chainA,0.7844206262254583,0.8495685423702173,0.7192727100806993,,0.9852941176470589,1.0
6,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2hz4_chainB,0.80826838209067,0.8532201653095957,0.7633165988717442,,0.9323529411764706,0.75
7,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_2v7a_chainB,0.7780607757756982,0.8516593119718494,0.704462239579547,,0.9852941176470589,1.0
8,HUMAN/AAK1_4wsq_altA_chainB,HUMAN/ABL1_4twp_chainB,0.7755662807334462,0.8513604268592534,0.6997721346076392,,0.9852941176470589,1.0
9,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/AAK1_5te0_chainA,0.9391057097568289,0.9886984528432599,0.8895129666703979,,0.9911764705882353,1.0
10,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2f4j_chainA,0.7875967685457063,0.8432967168976528,0.7318968201937597,,0.9852941176470589,1.0
11,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2g1t_chainA,0.7968026157626984,0.8411725366958683,0.7524326948295286,,0.9852941176470589,1.0
12,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2g2i_chainA,0.7809149869927594,0.8439005816917521,0.7179293922937668,,0.9529411764705882,1.0
13,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.789112157172658,0.8437004875903197,0.7345238267549963,,0.9852941176470589,1.0
14,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2hz4_chainB,0.8242404086891653,0.8469369598655637,0.8015438575127668,,0.9323529411764706,0.75
15,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_2v7a_chainB,0.8024370337325331,0.8458046391344968,0.7590694283305693,,0.9852941176470589,1.0
16,HUMAN/AAK1_5l4q_altA_chainA,HUMAN/ABL1_4twp_chainB,0.7796888073430197,0.8451784087181913,0.7141992059678481,,0.9852941176470589,1.0
17,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2f4j_chainA,0.7833846364019013,0.8442600858574519,0.7225091869463506,,0.9852941176470589,1.0
18,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2g1t_chainA,0.7887538978977913,0.8412207921465719,0.7362870036490108,,0.9852941176470589,1.0
19,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2g2i_chainA,0.7687784297306781,0.8447760516694495,0.6927808077919068,,0.9529411764705882,1.0
20,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.7857281272091844,0.8440084410526244,0.7274478133657444,,0.9852941176470589,1.0
21,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2hz4_chainB,0.8164705365529851,0.8480843936441258,0.7848566794618443,,0.9323529411764706,0.75
22,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_2v7a_chainB,0.7829289809402986,0.846764838561959,0.7190931233186381,,0.9852941176470589,1.0
23,HUMAN/AAK1_5te0_chainA,HUMAN/ABL1_4twp_chainB,0.7800614855716422,0.845797567994141,0.7143254031491435,,0.9852941176470589,1.0
24,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_2g1t_chainA,0.8994899264421162,0.9858785539021576,0.8131012989820748,,0.9897058823529412,1.0
25,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_2g2i_chainA,0.9083022417094349,0.9914255982499536,0.8251788851689162,,0.9558823529411765,1.0
26,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.9470434058013002,0.9908817485506107,0.9032050630519896,,0.9897058823529412,1.0
27,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_2hz4_chainB,0.9030290698540118,0.9907231539293571,0.8153349857786664,,0.9352941176470588,0.75
28,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_2v7a_chainB,0.9006629224232314,0.9862404076604252,0.8150854371860375,,0.9897058823529412,1.0
29,HUMAN/ABL1_2f4j_chainA,HUMAN/ABL1_4twp_chainB,0.9608684341646518,0.9873872941019538,0.9343495742273498,,0.9897058823529412,1.0
30,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2g2i_chainA,0.9118856312739299,0.986273934210163,0.8374973283376967,,0.9558823529411765,1.0
31,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.8946752485715612,0.9859857423716114,0.803364754771511,,0.9897058823529412,1.0
32,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2hz4_chainB,0.9099986690310027,0.9869424881421338,0.8330548499198717,,0.9352941176470588,0.75
33,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_2v7a_chainB,0.898556857997543,0.9823252737947807,0.8147884422003053,,0.9897058823529412,1.0
34,HUMAN/ABL1_2g1t_chainA,HUMAN/ABL1_4twp_chainB,0.8814314529022751,0.9808213350811199,0.7820415707234304,,0.9897058823529412,1.0
35,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2gqg_altB_chainA,0.9189135550946361,0.9904333941048765,0.8473937160843956,,0.9558823529411765,1.0
36,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2hz4_chainB,0.9001518636503673,0.9913753761475853,0.8089283511531492,,0.9352941176470588,0.75
37,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_2v7a_chainB,0.9505060036911432,0.9855193061219106,0.915492701260376,,0.9558823529411765,1.0
38,HUMAN/ABL1_2g2i_chainA,HUMAN/ABL1_4twp_chainB,0.8896501379340231,0.9852926609246901,0.7940076149433561,,0.9558823529411765,1.0
39,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_2hz4_chainB,0.9059195706654154,0.9914116883367096,0.8204274529941212,,0.9352941176470588,0.75
40,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_2v7a_chainB,0.9192821044150659,0.9879596836881331,0.8506045251419987,,0.9897058823529412,1.0
41,HUMAN/ABL1_2gqg_altB_chainA,HUMAN/ABL1_4twp_chainB,0.9263360842670836,0.9853128856309228,0.8673592829032443,,0.9897058823529412,1.0
42,HUMAN/ABL1_2hz4_chainB,HUMAN/ABL1_2v7a_chainB,0.9146422425325611,0.9867584778815242,0.8425260071835982,,0.9352941176470588,0.75
43,HUMAN/ABL1_2hz4_chainB,HUMAN/ABL1_4twp_chainB,0.8931565363010245,0.9853906362963964,0.8009224363056526,,0.9352941176470588,0.75
44,HUMAN/ABL1_2v7a_chainB,HUMAN/ABL1_4twp_chainB,0.8881155624767318,0.9885126772314063,0.7877184477220572,,0.9897058823529412,1.0
